성별,연령대,학력,초기 실천수,초기 건강위험요인 수,건강행태 실천수(단위:개),건강위험요인 수(단위:개),6개월차 실천 증가자,6개월차 실천 개선자,6개월차 위험요인 감소자,전반적 만족도,습관개선 도움정도,내용 이해도,관심도,타인 권유,총점,백분위 환산,churn
여,50대,대졸,2,2,2,5,False,False,True,4.014642832285136,4.4985751801307226,5.0,3.6371053004189697,2.823075892662194,3.119149868772424,62.38299737544848,1
남,40대,고졸,0,2,0,4,True,False,True,2.1546613384690554,3.8049225622058382,4.033139242946622,4.153239848750752,3.9089624542041874,4.105022283684704,82.10044567369408,0
남,20대,대졸,3,4,1,5,True,False,True,5.0,4.504401919913356,3.8278993779669053,4.651269164038393,4.427132257037548,3.9809957167536356,79.61991433507272,0
남,40대,고졸,4,5,3,5,False,False,True,4.61570447663294,4.618136249033135,2.4494709741145995,4.60351136689285,4.1620267464257745,3.734002249900946,74.68004499801893,0
여,40대,대졸,0,1,0,2,False,True,True,2.9068161085526194,4.364402592510679,4.241687702108419,3.95369083326437,4.37029960482157,4.6466949379032245,92.93389875806449,0
남,40대,대졸,2,2,0,2,True,True,False,3.460947743500162,3.3520429325327767,2.1957154117244153,4.37393305166284,4.615202166516319,5.0,100.0,0
여,20대,고졸,1,4,1,5,False,False,True,5.0,4.43554476960024,5.0,3.233769459903388,3.3785131950934093,4.465641763214022,89.31283526428044,0
남,60대,대졸,3,1,2,2,False,True,False,3.6325502715191043,5.0,3.868752616895555,4.43213265107534,4.36888465147676,4.3091732103461435,86.18346420692286,0
여,30대,대졸,0,3,0,3,False,True,False,3.9304569403796763,3.8620534392460066,4.913356843683774,4.757699354290779,3.0856562816945314,3.7158023014779253,74.3160460295585,0
여,30대,대졸,4,4,3,5,True,False,True,4.955411101913978,4.577299566343167,3.0962466640809394,4.784606593652017,4.0508002994239005,4.005780036120508,80.11560072241016,0
여,30대,고졸,3,4,1,5,True,False,True,4.270130026472168,4.53842007590505,3.582856449375606,2.425008390639483,3.8567968036010893,4.856341712436335,97.1268342487267,0
여,40대,고졸,0,2,0,3,False,False,False,3.8573547998927356,5.0,4.420786396782609,4.420076462762517,3.61903981592997,3.3324999743967707,66.64999948793542,0
여,40대,대졸,3,2,2,4,True,False,True,4.544689941940847,3.0485365534542606,3.816929421076242,5.0,4.473060072194608,3.4900396889147958,69.80079377829591,0
남,40대,고졸,2,3,0,5,True,True,True,3.1131870561148896,5.0,5.0,3.8770538187183012,5.0,3.7210665151969473,74.42133030393894,0
남,50대,대졸,1,5,0,5,False,True,False,4.147392730430051,4.389048561707177,3.937033382249464,4.418626667023051,3.241301612487222,4.785134088323126,95.70268176646252,0
남,50대,대졸,2,2,0,4,True,False,True,4.947041902798072,3.381469910167808,3.1199788153677024,3.6661599713365214,4.053417610228431,4.1141540595187855,82.28308119037571,0
남,30대,대졸,1,2,0,2,False,False,False,4.761277885641688,3.6291153026456184,4.1635752846992915,4.702716600192796,4.877584453302228,3.572157548538757,71.44315097077514,0
남,30대,고졸,1,3,0,4,False,True,False,4.485185461673458,3.127405244373038,4.303447633724255,5.0,4.332986215799064,3.9644673626452795,79.2893472529056,0
남,40대,대졸,2,2,1,4,False,False,False,4.147100274561747,4.584027960737757,4.365425309736158,4.6730664977945935,4.291101529551347,5.0,100.0,0
남,30대,고졸,1,3,0,5,False,False,True,4.430518147730312,4.67212028186017,3.1822499175925794,3.577095192362087,3.7291819264840846,3.10179710184849,62.03594203696981,1
남,40대,대졸,2,4,0,5,False,True,True,4.244001280561088,4.820176902361322,2.3511685559020252,4.245268706383052,4.26619678727616,4.3769346317391875,87.53869263478376,0
여,40대,대학원,5,4,4,4,True,True,False,4.890953818126282,5.0,2.55623483516638,4.165924403791237,4.360316629859902,4.398255708707874,87.96511417415749,0
여,50대,대졸,4,3,3,5,True,True,False,4.304416153394058,4.399721849104659,2.5531777577093786,5.0,3.590631187285764,4.693154890248039,93.86309780496077,0
남,30대,대졸,2,1,1,1,False,True,False,4.797516604890231,2.9878763017358874,4.130419322660059,3.023606339106216,3.9264567556475685,4.160829242792428,83.21658485584855,0
여,50대,대졸,2,3,0,5,True,False,True,4.3910396486285075,3.3746935962231706,4.077847139443375,4.045187571358727,4.835312471737505,4.475493147349826,89.50986294699652,0
남,30대,대졸,1,2,0,3,False,False,False,5.0,5.0,5.0,5.0,3.358135091177072,4.513256530113814,90.26513060227629,0
여,40대,대학원,0,4,0,5,False,True,True,4.544488530165525,4.642860913496821,3.9932341628708636,3.5754074982084254,5.0,2.6563250797198807,53.12650159439761,1
여,40대,대학원,0,1,0,2,False,False,True,3.6737689581818023,4.910771559914131,3.8332594831789875,3.7255041615668696,3.877226986320289,3.8294195955226558,76.58839191045311,0
남,40대,대학원,1,3,0,3,True,True,False,3.595257232074055,3.392444445553282,3.6919941045019886,4.584575885572074,4.603287598008259,3.5842405288180847,71.68481057636168,0
여,50대,대졸,1,2,1,3,False,False,True,3.6922511222815615,3.7671869713774786,4.127856113807729,3.9732888504557597,4.899895029286078,4.737889300517304,94.7577860103461,0
남,30대,대졸,2,3,0,5,True,False,True,3.961379028480809,5.0,4.133052083919828,3.7016607922712677,4.680226539068216,4.317024404949377,86.34048809898755,0
여,40대,대학원,1,4,1,4,False,True,False,4.551212644127754,3.822171547920081,3.108815877564769,4.34655217254038,3.885144252166375,4.1787228999502135,83.57445799900427,0
남,60대,고졸,2,2,0,4,True,False,True,4.310321485516425,4.615470891033651,4.177119998390866,3.6258133946022824,4.2955555232425136,5.0,100.0,0
남,30대,대졸,1,1,0,2,True,True,True,3.608776209856636,5.0,3.0801368817315193,4.79385130868313,3.142363402475775,4.313706186376571,86.27412372753142,0
여,40대,대졸,1,1,1,2,False,True,False,3.72052311941945,3.7534096929592455,4.774374973968143,3.4228343910809778,2.9976727639859306,3.9763199395905695,79.52639879181139,0
남,30대,고졸,1,2,0,4,False,True,True,3.9534570616749884,5.0,4.291443559210406,5.0,4.198362613209488,4.317936507795249,86.35873015590498,0
여,30대,대졸,4,2,3,5,True,False,True,5.0,4.23869653300765,3.491255611218369,4.9276493099935985,4.274496123776181,4.467954134002678,89.35908268005356,0
남,50대,고졸,1,1,0,4,False,False,False,4.972643147693217,4.433816683414733,3.2984211017638696,3.7822091516274456,4.2132218637956305,4.118839318587542,82.37678637175082,0
여,40대,대학원,3,2,1,5,True,False,True,3.415033252432517,3.289420043310776,3.0249635132259884,4.0390718389072156,4.598030542973118,5.0,100.0,0
남,40대,고졸,2,5,1,5,False,False,False,4.239270996239643,3.8204584223692883,3.9531346341653717,4.704338406590788,4.643558425368437,4.735456789980058,94.70913579960116,0
여,40대,고졸,3,4,3,5,False,True,True,3.845830178040914,4.42808840525973,2.9086280013642405,4.909120228492123,4.481131736305124,3.916574328259784,78.33148656519569,0
여,30대,대졸,3,3,2,5,True,False,False,5.0,4.220350583880753,4.528542404427943,4.6472616851578215,4.072688627865285,3.349440036795976,66.98880073591951,0
남,40대,고졸,0,3,0,5,False,False,True,5.0,4.458554837668088,4.338442450818981,2.6960227792335134,4.418505196909658,4.965245519178911,99.30491038357822,0
여,30대,대학원,4,1,4,2,False,True,True,4.985410306391831,4.404948571123352,3.256996091810704,3.2015810370796,4.231879766952507,5.0,100.0,0
여,50대,대졸,0,3,0,4,True,False,True,4.827299610928894,4.355867593645372,4.478579337549583,5.0,4.203190544654254,3.8477804379100413,76.95560875820082,0
여,30대,대졸,2,4,2,5,False,True,True,5.0,4.644273341344495,4.9236888556230225,4.431094567716425,5.0,3.610120993374399,72.20241986748798,0
남,30대,대학원,3,2,0,3,False,False,True,5.0,4.833164841180631,4.830982832668088,3.833133171882618,5.0,4.335459096141965,86.70918192283929,0
여,30대,고졸,1,1,1,5,False,True,True,4.674098814017658,3.537131803895224,3.078706204797582,4.081855429785972,4.079107464612877,3.7573467165475254,75.14693433095051,0
남,30대,고졸,1,5,0,5,True,False,False,4.554658510426551,4.205661843197642,3.3695784618838385,4.497683983251576,4.906955640474928,4.252732222009888,85.05464444019776,0
여,50대,대졸,2,3,0,4,True,True,True,4.256853859205401,3.8085966406752343,3.5500047734218416,4.096778558912124,3.95425818560054,4.856859218055799,97.13718436111598,0
여,30대,대졸,4,4,4,5,False,True,True,4.291278881371003,4.7242827445249835,4.007071254742214,4.318363681923949,3.3134556175468117,4.489378624729622,89.78757249459244,0
남,30대,대졸,3,4,1,4,False,False,False,3.4969042756904973,4.50317129472745,4.385246399937326,4.010608151824007,3.9985908054097177,5.0,100.0,0
여,30대,대졸,0,5,0,5,True,False,True,4.758468031115483,2.452903070427107,4.980194514002369,3.873703527475362,3.1178842983195034,5.0,100.0,0
남,30대,고졸,3,2,2,3,False,False,False,3.879465554284918,5.0,4.453680003741754,4.5600589055355405,4.710303932422495,4.45353655162445,89.070731032489,0
여,40대,대졸,1,2,1,3,False,False,True,4.554795513716058,3.8632564367579647,3.1926960769820054,4.497518458430736,4.1335717380237735,4.63636313725314,92.7272627450628,0
여,30대,대졸,3,2,3,3,False,False,True,3.7795199682286307,3.794175943743848,3.3940709605512245,4.162275954544019,2.891833138549635,4.114547150760892,82.29094301521783,0
여,30대,대졸,0,2,0,5,False,True,True,3.6249088925380915,4.138908040552245,3.4129265967316464,2.840670555667595,4.178296626012239,3.658108986815716,73.16217973631433,0
여,30대,대졸,2,1,0,4,True,True,True,2.579746638471995,4.802340352964591,2.6430616683694,5.0,4.8786505838621474,3.595545492222085,71.91090984444169,0
여,40대,고졸,2,1,1,2,True,True,False,4.180895884720547,4.747309168843903,3.9962733770995955,3.837592357585114,3.554774261205381,4.3179304479619836,86.35860895923967,0
여,40대,고졸,0,2,0,5,True,False,True,3.896577183923853,3.664016419071928,4.773889035586388,4.195136106481296,5.0,4.167775209335901,83.35550418671802,0
여,60대,대졸,2,2,0,2,True,True,False,3.981660762626548,3.7554176019839023,3.605639143922633,3.9626413647519607,4.009372030558672,5.0,100.0,0
여,50대,대졸,1,3,0,5,True,False,True,5.0,5.0,3.453599270324382,4.112826408156569,5.0,5.0,100.0,0
남,30대,대졸,0,2,0,5,False,False,True,3.596516491732555,5.0,4.093941281413024,3.4318731562216707,4.70441361718132,3.575126101304596,71.50252202609192,0
여,50대,대학원,2,3,2,4,False,True,True,3.987998247635016,4.150127392264145,5.0,4.179873850899125,4.123380705381717,4.274668321951533,85.49336643903067,0
남,50대,고졸,1,0,0,3,False,True,True,4.001457283344645,4.667361064131586,3.511036629199897,3.3757855888967536,5.0,4.180711605547929,83.61423211095857,0
남,50대,대졸,3,1,2,3,False,True,True,4.518891836339031,3.418374465591088,3.6251856356370498,4.081515885325529,4.253154832320318,4.0519744202023595,81.03948840404719,0
여,40대,대졸,3,3,2,3,True,True,False,3.781895782986709,3.010677533694042,4.760499734003255,3.7127818595742026,2.534872280444672,4.506506913518389,90.13013827036778,0
남,50대,대졸,0,2,0,3,True,True,True,4.506739285166005,4.544595418823982,3.982798384892332,3.9241732384901074,3.5176405313623302,3.9834568887155357,79.66913777431071,0
여,50대,대졸,2,3,2,4,False,True,True,3.752664543667499,3.6464381020098102,3.8937105998131334,4.601146484769603,4.023857259245246,3.7148179544331876,74.29635908866375,0
남,30대,대졸,2,3,2,4,False,True,False,5.0,4.548343677189238,4.118571945724621,5.0,3.823272406847333,3.8622082682620498,77.24416536524099,0
남,40대,대학원,1,3,0,5,False,False,True,4.052386634250158,3.2315024133347827,4.901825978434445,2.835696160055343,3.873088062485966,4.3841537759488025,87.68307551897605,0
남,50대,대졸,2,1,0,4,True,False,True,3.713820531667811,4.5859408978036695,4.459562854661089,2.876466691833845,3.6061334520193022,4.294643322409343,85.89286644818687,0
여,50대,고졸,2,0,2,3,False,False,True,3.3954564938247858,4.537851457141122,3.0176707214939915,3.508031813805846,4.575467942526072,5.0,100.0,0
여,30대,대학원,0,3,0,3,True,True,False,4.534851721462827,4.092842530583998,3.612446798449164,5.0,4.713419690329733,3.6315610381234804,72.63122076246961,0
여,50대,대졸,2,2,2,3,False,False,False,4.655001304358471,4.297388154886089,4.118890501765992,3.947268476388993,3.273313100198286,3.807625552939694,76.15251105879388,0
여,60대,대학원,2,4,1,4,True,False,False,3.875745261133527,3.741905489605819,3.8078778786993825,4.013352418277698,4.2875631959757605,5.0,100.0,0
여,50대,대졸,1,4,1,5,False,True,False,4.447611227853879,5.0,4.036239201048433,3.751192952577359,3.827107992614905,3.7474855541156487,74.94971108231297,0
남,40대,고졸,1,4,1,5,False,True,True,2.865472366647097,4.100888099489084,3.6132873610062446,5.0,5.0,3.921463022594286,78.42926045188572,0
여,40대,대졸,1,1,1,4,False,False,True,4.5341629719469845,3.4046826261097634,4.146002597418181,4.644979332518905,3.6112063906201346,2.6896851565186837,53.79370313037367,1
남,50대,대학원,2,3,0,4,True,True,True,4.725170266830882,5.0,4.610560960232542,4.401078556847779,4.282734375338179,4.068841017242837,81.37682034485675,0
남,50대,고졸,1,3,0,5,True,False,True,3.3514218469179218,2.7552263269159845,5.0,5.0,3.9379302655697366,4.160132564764761,83.20265129529523,0
여,50대,대졸,2,3,1,5,True,False,True,5.0,3.6875830712116704,3.3906596229814143,5.0,3.928403924051071,4.202473245553624,84.04946491107248,0
여,30대,고졸,3,4,2,5,True,False,True,4.603989893948285,3.2498647878572315,2.6223227051850424,4.550742931718298,4.784405707546579,3.9279232714519883,78.55846542903977,0
여,40대,대졸,1,0,0,0,True,False,False,4.9642482753649,4.6020351545840334,5.0,5.0,4.922583350257199,4.61806236578998,92.3612473157996,0
남,30대,고졸,0,1,0,3,True,True,False,5.0,1.351506106331723,4.109306056348218,4.495915310063267,4.3259186700414745,4.9633909731902,99.267819463804,0
여,30대,대졸,2,2,2,4,False,True,True,4.400224829341868,3.4450903673359825,3.576092336572159,3.771445690118271,4.318740662660968,4.31393087217968,86.2786174435936,0
여,30대,대학원,2,5,2,5,False,True,True,4.473543978962181,4.122159326277918,4.557121368477479,4.681951673690921,4.9792130780810435,4.614840037358245,92.29680074716491,0
여,40대,대졸,1,1,0,2,True,False,False,4.154589340763763,3.3429289020809554,3.502414644492261,4.303063497960763,2.908635989152917,4.265558002852222,85.31116005704445,0
남,50대,대졸,3,2,1,4,True,False,True,4.311754346795725,5.0,4.255026718796355,4.433063031055604,4.72133912099591,3.707484820898029,74.14969641796058,0
여,30대,대졸,1,2,1,3,False,False,True,4.943524942691864,3.382028796247587,2.385595666836963,4.979237608080163,4.578161210802483,3.8895855680471287,77.79171136094257,0
남,30대,대졸,3,3,2,4,False,True,False,4.048805719479119,4.836323070982909,3.9706591153297177,4.5726344715973655,4.2241396672913805,4.1527614959404175,83.05522991880835,0
여,50대,고졸,1,2,0,5,True,True,True,4.2226943839693405,4.283417689738662,4.056801209513093,2.798459974114831,5.0,4.1170391928300445,82.34078385660088,0
남,50대,대졸,2,2,0,2,True,False,False,4.655529316636975,4.195625100880943,3.7181048577969795,5.0,5.0,3.928243262253531,78.56486524507062,0
여,40대,대졸,3,1,3,5,False,False,True,4.728363036962591,5.0,4.389512458130226,4.624745579580094,5.0,4.895300977461579,97.90601954923159,0
여,30대,대졸,1,4,0,5,True,False,True,4.972922469361871,3.7989517228179417,4.320433476053632,3.4363027398420076,4.536893520562461,4.2066361629812175,84.13272325962436,0
여,30대,고졸,3,5,3,5,False,True,True,4.848263268278899,1.631295489213434,4.198355433200062,5.0,4.287726443624911,4.94687844584642,98.9375689169284,0
남,40대,고졸,1,3,0,5,False,True,True,5.0,5.0,3.9158029980064155,4.084363493797288,4.52227379745403,4.6172458894231,92.344917788462,0
남,50대,대졸,5,1,4,1,False,False,False,5.0,3.7361321639451424,4.388917655101444,3.246601607769254,4.913664599328486,3.0962012239560854,61.92402447912171,1
여,40대,고졸,1,3,0,5,True,False,True,4.207337337436243,4.192359543323899,3.3425603511509268,5.0,4.419561731964021,4.496209095372054,89.92418190744107,0
남,40대,고졸,0,2,0,4,True,True,True,4.789436638535394,4.5106975253389505,5.0,4.89412330538957,4.380368387768676,5.0,100.0,0
여,60대,대졸,2,3,2,5,False,False,False,4.208610455299993,4.196089978319858,4.6350181222079465,2.806320375054051,3.802441099444814,4.400537961057364,88.01075922114728,0
여,30대,대졸,2,3,2,4,False,True,False,4.166806981814569,3.805196894794997,2.7863764566642697,3.659638548875877,4.002168941490622,3.1814004865737555,63.62800973147511,1
여,40대,대졸,4,3,2,3,True,False,False,4.99489647788448,5.0,5.0,5.0,4.465215513262214,5.0,100.0,0
여,40대,대졸,2,3,0,5,True,True,True,5.0,3.288368666076286,3.80371997484668,4.123843589024306,3.6803916706030018,4.383040606224145,87.6608121244829,0
남,40대,대학원,2,2,0,4,True,False,True,4.355734913483138,3.7706348380477053,4.781692283210431,4.737003846773302,3.758332933594392,4.295273090902284,85.90546181804568,0
남,30대,고졸,3,3,1,5,True,True,True,3.7114517902446087,5.0,3.3503782072291273,4.669963026424105,4.537581156575337,3.9162464025208767,78.32492805041753,0
여,30대,대학원,2,5,2,5,False,True,True,3.735489929944563,3.8987847810604666,3.840354748161215,5.0,5.0,4.023057600684496,80.46115201368991,0
남,40대,고졸,2,4,1,5,False,True,True,3.9700108290326517,4.163335374143571,3.5333281428919445,5.0,4.051408047273211,4.418026711812343,88.36053423624686,0
여,40대,고졸,2,3,1,5,True,True,True,2.8611062855871987,4.273909125314909,3.6182236504622787,4.65000691410263,3.428515959858334,4.264119871478877,85.28239742957753,0
남,40대,고졸,1,2,0,4,False,True,True,4.616699635575891,4.7750370868813645,4.497624814117792,4.012078524974227,5.0,3.786980820964065,75.73961641928129,0
남,40대,대졸,3,3,2,5,False,False,True,3.2883995222417104,4.967267012190845,3.8500054348075503,4.200898818519608,4.8516246998536445,5.0,100.0,0
남,60대,대졸,2,3,0,5,True,True,True,3.2281067132579224,4.0804136826798745,3.420541100152844,4.4507335098158105,3.9848059389036132,5.0,100.0,0
