성별,연령대,학력,초기 실천수,초기 건강위험요인 수,건강행태 실천수(단위:개),건강위험요인 수(단위:개),3개월차 실천 증가자,3개월차 실천 개선자,3개월차 위험요인 감소자,전반적 만족도,습관개선 도움정도,내용 이해도,관심도,타인 권유,총점,백분위 환산,churn
여,50대,대졸,2,3,2,4,False,False,True,4.7609090993967245,2.1762570505538874,3.6036687148306172,4.292554523982922,3.683148128222946,3.662482069339221,73.24964138678442,0
남,40대,고졸,3,2,2,3,True,True,True,4.241966227312186,3.8322492249003943,5.0,3.6118706225588277,3.4596178128482347,4.443175604960262,88.86351209920524,0
여,50대,고졸,2,2,2,4,False,False,True,4.594491879480952,4.130142232300341,3.8857059988332674,4.4822196155423475,4.72847549762135,5.0,100.0,0
여,20대,고졸,1,2,1,4,False,True,True,4.211829324603235,3.6155097544304886,3.9676783181782107,3.8746978104676733,3.2002465585356354,3.952841863546457,79.05683727092914,0
여,30대,고졸,4,1,4,3,False,True,True,4.13377055843665,4.872110378062161,3.4483289898430773,3.9108252285583496,4.673182634038724,4.841435596192994,96.82871192385988,0
여,50대,대졸,0,4,0,4,False,False,False,2.9820839284297875,3.610408344213322,4.1963282697112065,4.495019511557933,4.3336236594482465,5.0,100.0,0
여,50대,대졸,1,2,1,3,False,False,True,3.447176206851065,4.775055915273656,5.0,3.911140333674316,3.8785418504929607,4.971281889055677,99.42563778111355,0
남,60대,고졸,2,2,1,5,True,False,True,3.9965715255513654,4.20721731978567,4.099833124079425,4.574081183755272,3.8699588125722952,3.927014408248119,78.54028816496238,0
남,40대,대졸,2,3,2,3,False,True,False,4.2205271090637755,2.655601556556793,3.49801307899244,5.0,5.0,3.7706611729249304,75.4132234584986,0
여,50대,대졸,2,4,2,4,False,False,False,5.0,3.8944207840830196,4.829509230531687,5.0,4.022798498618053,3.495465172555107,69.90930345110213,0
남,60대,고졸,0,3,0,4,True,False,True,3.567283160402369,3.887351992296855,2.6313556471863184,4.701679974457682,5.0,5.0,100.0,0
여,40대,대졸,4,3,4,3,False,False,False,4.430924723261409,3.801442364391271,3.625208408712945,3.6235850751868224,4.692253262183543,3.0147496051962666,60.294992103925324,1
여,30대,대졸,1,1,1,1,False,True,False,3.0035610562963058,5.0,3.9934537718827046,4.140305591329222,4.38346544836739,5.0,100.0,0
남,20대,대졸,1,2,0,3,True,True,True,4.7402104449961495,3.7184281203400458,2.992499093602939,5.0,4.529999288777813,4.53061005005889,90.6122010011778,0
남,50대,대학원,1,1,0,1,True,False,False,5.0,3.777039262460257,5.0,4.8195817506473,3.1261497555132634,4.347480249250243,86.94960498500485,0
남,30대,고졸,1,1,0,4,True,True,True,4.235863214713688,3.285226402616236,4.288436912142868,4.694657994019094,5.0,4.422186960156963,88.44373920313926,0
남,40대,고졸,1,3,0,4,True,True,True,4.670941261637546,4.343375504067287,4.52171434527073,4.37694938430908,4.516474962514296,5.0,100.0,0
여,40대,대졸,2,3,2,3,False,True,False,5.0,3.413696287777134,4.584184463204611,5.0,5.0,4.722340213660015,94.4468042732003,0
남,40대,대졸,3,3,3,4,False,True,True,4.020891494768759,4.1288496286704905,4.350902848714093,5.0,4.175997125071514,3.7118065135333187,74.23613027066638,0
여,50대,대졸,2,2,2,2,False,False,False,4.23191650036461,3.360692074887037,3.7845799731022964,3.299263321867074,3.6988835233460065,4.329429039045904,86.58858078091806,0
남,40대,대학원,3,1,2,1,True,True,False,4.411285133694675,3.619550152885176,3.4679778577164213,4.3872955843362575,3.7053928669468554,4.468842029775459,89.37684059550918,0
남,50대,고졸,2,3,1,5,True,False,True,4.636591347978097,3.7716810553572495,4.259949178794179,4.375729522061129,4.544061755611334,3.488169615182093,69.76339230364187,0
남,50대,대졸,2,3,0,3,True,False,False,5.0,3.7062692461171935,3.3573946093282734,2.724031710785586,4.131342769095536,3.99264417645773,79.85288352915461,0
여,30대,대졸,2,3,2,3,False,True,False,4.053240526346877,5.0,5.0,3.253764148242634,4.4477028328904185,3.3346151532732824,66.69230306546565,0
남,40대,대졸,2,2,1,2,True,True,False,4.373717315219601,3.420825116902941,5.0,3.925872553459102,5.0,4.483625494701461,89.67250989402922,0
여,40대,대졸,4,3,4,5,False,True,True,4.006888459517976,4.504126809349193,3.827882096960701,3.550230927309087,4.728843843602233,3.5529302934576883,71.05860586915377,0
남,40대,대졸,2,2,0,2,True,False,False,4.916036599529578,5.0,4.580173117847974,3.4411253431276956,3.9331281515450485,4.042842261643298,80.85684523286596,0
남,50대,고졸,0,3,0,4,True,False,True,5.0,4.993146829679022,3.8159609374002152,3.947158328065744,3.8986237223669953,4.584974991548197,91.69949983096394,0
남,60대,고졸,0,3,0,5,True,False,True,4.562330775743362,3.4499265428892376,4.040612065938976,4.467335135516276,4.394362905285636,4.25913616192491,85.1827232384982,0
여,50대,대졸,2,2,2,2,False,False,False,3.7056059996139084,2.623228907441542,4.196265341569538,4.408602546212265,4.032342568006165,4.143847771911934,82.87695543823868,0
남,40대,고졸,0,2,0,3,True,False,True,3.820153156644174,4.580700815657356,3.901162062201563,3.726852231871025,3.5226070652797934,4.381238454498013,87.62476908996027,0
남,20대,대졸,3,4,2,5,True,True,True,4.916008018630587,4.333997320279359,4.556350515220315,3.59934582602967,4.288207461580167,5.0,100.0,0
남,40대,고졸,4,5,3,5,True,False,True,3.7054047907010297,4.12619318679762,3.8543826222725603,5.0,4.720427272310549,4.043919495345573,80.87838990691147,0
여,40대,대졸,0,1,0,1,False,True,False,4.098051971700256,4.35729638808123,4.434606856103987,4.640484257776423,4.663631008851354,4.641645628756067,92.83291257512134,0
남,40대,대졸,2,2,0,2,True,False,False,4.346462284026678,3.489310710956956,4.288353536164692,4.049560306996165,4.512845749309663,4.395902881011832,87.91805762023664,0
여,20대,고졸,1,4,1,5,False,True,True,5.0,5.0,4.832079420357431,5.0,3.171134104500137,5.0,100.0,0
남,60대,대졸,3,1,2,2,True,False,True,3.613105754450599,4.329049105276219,4.3299023266200365,3.647556292392806,4.060477003935291,3.8354603036819013,76.70920607363803,0
여,30대,대졸,0,3,0,3,False,True,False,4.481798376444561,4.659748919297582,4.374010603777038,3.4870008240108197,2.9956311659423362,4.044730721175262,80.89461442350525,0
여,30대,대졸,4,4,4,4,False,True,False,4.224199933481536,4.346210792921131,3.540612341475873,2.9052499646487417,3.4872729371996063,3.4230040967018724,68.46008193403745,0
여,30대,고졸,3,4,3,5,False,True,True,4.889899627889269,4.748581341530498,3.1272731084887475,3.3051078603286133,4.6696794284165595,5.0,100.0,0
여,40대,고졸,0,2,0,3,False,False,True,3.757807606259799,5.0,4.5135832782674274,3.7680687867930205,4.826282981357925,4.471195169487769,89.4239033897554,0
여,40대,대졸,3,2,3,2,False,True,False,3.1175592622066235,4.2107023186932775,4.676418054492373,3.5700858724806093,4.725924418258979,4.827568921602303,96.55137843204606,0
남,40대,고졸,2,3,0,5,True,True,True,5.0,2.9686646910724726,4.485451690022132,4.3494431529812285,5.0,3.761106764647368,75.22213529294736,0
남,50대,대졸,1,5,0,5,True,False,True,4.731775402781514,3.6163155417915607,4.933661557084872,4.7146939362786515,4.039136090186773,3.3328720628873536,66.65744125774708,0
남,50대,대졸,2,2,1,2,True,False,False,4.896448888761143,4.364445560171641,5.0,4.786321084273788,5.0,3.489196550815119,69.78393101630238,0
남,30대,대졸,1,2,0,2,True,True,False,4.343044891883568,3.971969505226072,4.718914907463833,4.158378325955047,4.190107892342386,4.261513864967752,85.23027729935505,0
남,30대,고졸,1,3,0,4,True,True,True,3.8799811759242777,3.7590910791079977,4.732682095910977,3.8390351849249718,2.8784639210371834,5.0,100.0,0
남,40대,대졸,2,2,1,4,True,False,True,4.7056211742522684,4.936363260591806,2.723079040777456,5.0,4.3542824368188455,3.139989491147074,62.79978982294148,1
남,30대,고졸,1,3,0,4,True,True,True,4.037833155689584,4.1611964196016356,3.5445604701098956,4.493340551809682,4.593849504237171,2.940286184839435,58.80572369678869,1
남,40대,대졸,2,4,0,4,True,True,False,3.8960932624468008,3.5826829426250963,4.668068757497091,4.119853865839461,4.964822451798617,3.636115451502257,72.72230903004514,0
여,40대,대학원,5,4,5,4,False,True,False,4.386570932338499,3.853951307761698,2.8280041640007516,3.4236950103886605,3.987809529308984,3.704086413666286,74.08172827332572,0
여,50대,대졸,4,3,4,5,False,False,True,3.670412700636649,4.323065260677074,4.146315211512,4.804680684453594,4.549988009769039,3.695795941917667,73.91591883835333,0
남,30대,대졸,2,1,1,1,True,True,False,3.992618957862342,4.480606367547246,4.82548634073414,4.728914301899063,3.3325652058867608,4.127568206472975,82.55136412945949,0
여,50대,대졸,2,3,2,3,False,False,False,4.017444239847646,4.3567364221372005,3.745084983604041,4.345613923372615,4.123506230447153,4.995367748941628,99.90735497883256,0
남,30대,대졸,1,2,0,3,True,True,True,3.9603321405408187,3.91243720388009,3.9041146656990806,2.6451360458128708,3.5203576227701108,3.778501510404335,75.5700302080867,0
여,40대,대학원,0,4,0,4,False,False,False,5.0,3.9544038964649038,4.651667402592233,5.0,3.2364121712193477,4.720823612712234,94.41647225424468,0
여,40대,대학원,0,1,0,1,False,False,False,3.5645211202130653,3.9661377196363627,4.1940054305531245,3.6778901225454863,3.8279217074886667,4.754649087063039,95.09298174126079,0
남,40대,대학원,1,3,0,3,True,False,False,3.4006897195493426,3.711814357977771,5.0,3.9364794845926774,3.710246573922258,4.324829139273283,86.49658278546566,0
여,50대,대졸,1,2,1,2,False,False,False,3.8459243061639654,4.507787535058787,3.393759935802665,4.072414970378258,5.0,4.45584387420913,89.1168774841826,0
남,30대,대졸,2,3,1,3,True,True,False,5.0,3.528309595869821,3.507702020628244,3.965889962973573,4.461323019871223,4.197378243853954,83.94756487707909,0
여,40대,대학원,1,4,1,4,False,False,False,4.026898822646106,4.421328504411932,4.186317855598173,4.236780264835649,3.9130543558109165,3.490864351291108,69.81728702582217,0
남,60대,고졸,2,2,1,3,True,False,True,4.758958419100704,3.2196343785400527,3.5350852174401046,3.191770363205654,3.4349458278160823,3.591303756219828,71.82607512439657,0
남,30대,대졸,1,1,0,1,True,True,False,3.607918350938649,4.672840884125318,5.0,5.0,3.802041157546332,4.187405658256425,83.74811316512852,0
여,40대,대졸,1,1,1,2,False,False,True,2.814964691288973,4.526212457154572,4.645604007929376,3.9880425652561997,4.5926196703156785,5.0,100.0,0
남,30대,고졸,1,2,0,3,True,True,True,3.904694961418591,5.0,4.979469701211279,4.703487452996462,3.7287804301193983,4.151061945940849,83.02123891881698,0
여,30대,대졸,4,2,4,3,False,True,True,4.790871215411198,5.0,4.678084577467492,3.2164444738278686,4.150288437239858,4.471773154706087,89.43546309412173,0
남,50대,고졸,1,1,0,4,True,False,True,4.773406058512245,4.447266227039795,3.1734556237461087,3.4575986299004495,4.389198803942207,5.0,100.0,0
여,40대,대학원,3,2,3,2,False,False,False,4.5679751705539555,3.9843749995249365,4.243391386144274,3.317544630730996,5.0,3.5448237490680037,70.89647498136007,0
남,40대,고졸,2,5,1,5,True,False,True,4.038586840462056,4.470111199670738,4.70084281183864,3.859428406568668,4.8409361312417305,4.4647613054065625,89.29522610813126,0
여,40대,고졸,3,4,3,5,False,False,True,2.9667691881488856,5.0,4.000017731285231,3.4507161245561435,3.9938592636126757,4.70386369524296,94.0772739048592,0
여,30대,대졸,3,3,3,5,False,True,True,5.0,4.009100943627001,4.99498611392162,4.865217071283091,4.748227825767762,4.544406884949744,90.88813769899488,0
남,40대,고졸,0,3,0,4,True,False,True,4.717901033754536,5.0,4.175149221417131,4.444829587474039,4.388308931112638,4.020037335488073,80.40074670976146,0
여,30대,대학원,4,1,4,1,False,True,False,4.720862504147275,4.020774511982857,5.0,4.857474703998821,4.387014849272635,3.457255919318622,69.14511838637245,0
여,50대,대졸,0,3,0,3,False,False,False,4.546773410178455,4.2332471547378585,3.690042272602413,5.0,4.68341182052341,4.109836179150511,82.19672358301023,0
여,30대,대졸,2,4,2,4,False,True,False,2.721189716761035,3.715336029599605,4.695701537651373,5.0,4.018086289379482,3.689834036370039,73.79668072740077,0
남,30대,대학원,3,2,0,2,True,True,False,5.0,4.614257078966374,4.805569679728124,3.6523304391811884,4.6807364992837215,4.473992135130787,89.47984270261576,0
여,30대,고졸,1,1,1,2,False,True,True,4.905070298173762,4.040734369060244,4.099715387234746,4.4178324109598925,3.7132725411635237,4.417352682034333,88.34705364068667,0
남,30대,고졸,1,5,1,5,False,True,True,5.0,4.20671887291755,3.4869024601886833,3.3008972744348593,4.858189276676237,4.858292446515538,97.16584893031076,0
여,50대,대졸,2,3,2,3,False,False,False,4.397063797487922,4.214071469921234,3.8318094157478293,5.0,3.0605347747512903,4.496102166238337,89.92204332476675,0
여,30대,대졸,4,4,4,4,False,True,False,4.017365060953747,4.2378189538105095,2.6437525191052287,4.394578980194248,5.0,3.5458104731385522,70.91620946277104,0
남,30대,대졸,3,4,1,4,True,True,False,3.377813203312424,4.413634220725701,2.844933498538719,4.851700882467898,3.0234527889457796,4.4108662174476425,88.21732434895286,0
여,30대,대졸,0,5,0,5,False,True,False,4.184915718241623,3.7072297050227507,4.191259936702962,4.334885077271573,5.0,4.383729293697035,87.6745858739407,0
남,30대,고졸,3,2,2,3,True,True,True,5.0,4.630906247147426,4.209232438500394,3.3000989737382094,2.0946277824103174,3.389067110416434,67.78134220832868,0
여,40대,대졸,1,2,1,2,False,True,False,2.788814050913215,5.0,3.476716785720629,3.8981058061429663,4.208506093477757,3.8339568925939966,76.67913785187993,0
여,30대,대졸,3,2,3,2,False,True,False,3.8774883172993317,4.467143089408799,4.61355094829713,3.639297486402435,4.39297802413334,4.59930705245693,91.98614104913861,0
여,30대,대졸,0,2,0,2,False,True,False,4.7881842234639285,3.821419082031201,3.6527851733345766,4.062125160133234,3.938332461801885,4.016504340191778,80.33008680383557,0
여,30대,대졸,2,1,2,1,False,True,False,4.822404264621547,4.8445002973794855,4.107170069661925,4.393843301197637,4.083636137652701,4.085079865552401,81.70159731104802,0
여,40대,고졸,2,1,2,2,False,True,True,4.636390738023479,3.618975187543772,4.579208764128312,3.4550487205068254,3.985368584511306,2.960148580707845,59.20297161415691,1
여,40대,고졸,0,2,0,5,False,False,True,3.155953172019993,2.374473926305075,2.5979931823106366,5.0,3.719530728023877,3.9742081308546995,79.48416261709399,0
여,60대,대졸,2,2,2,2,False,False,False,3.954999419728082,5.0,2.919417762170351,4.393500997617332,5.0,3.7659967058224395,75.31993411644879,0
여,50대,대졸,1,3,1,5,False,False,True,4.2188714578134485,3.060830215462275,3.1033634186570627,4.082827412626889,3.120831882415396,4.68205223589171,93.6410447178342,0
남,30대,대졸,0,2,0,4,True,True,True,4.924093369646176,3.8308077378174468,4.021376333316969,4.716726927252018,4.491177952632812,4.055997499736365,81.11994999472729,0
여,50대,대학원,2,3,2,3,False,False,False,4.122780004569682,4.019353956711522,5.0,3.5110584319107154,3.0879153711992835,4.95661546168926,99.13230923378521,0
남,50대,고졸,1,0,0,2,True,False,True,4.401283423826667,5.0,4.804530231717749,3.5566598406856453,4.370973323269967,3.981374920872587,79.62749841745173,0
남,50대,대졸,3,1,2,1,True,False,False,4.171621638661729,3.9887693516477456,4.741534315371646,5.0,5.0,4.246931428589698,84.93862857179396,0
여,40대,대졸,3,3,3,3,False,True,False,4.3395837374671595,4.120197634752241,4.032892543396554,4.320847482868005,3.160433191278325,5.0,100.0,0
남,50대,대졸,0,2,0,2,True,False,False,5.0,4.648565846719009,4.180317602984671,4.90028187559741,4.9563308994972335,4.5160222144991105,90.3204442899822,0
여,50대,대졸,2,3,2,3,False,False,False,4.287616963134697,5.0,5.0,3.1494421382095537,4.848651246115626,3.7684437884412563,75.36887576882513,0
남,30대,대졸,2,3,2,4,False,True,True,4.580641999939169,4.786556925377927,3.0081185425347394,4.0849129231323,3.743499638991877,4.1433392840549,82.866785681098,0
남,40대,대학원,1,3,0,3,True,True,False,3.826768938192647,4.4391671861105,4.546777304907185,4.424658033126297,4.058334349914996,3.5574964446560973,71.14992889312195,0
남,50대,대졸,2,1,1,2,True,False,True,2.8858532286392213,4.795105196291332,4.404283359044553,5.0,4.187470776082121,4.012027591928991,80.24055183857982,0
여,50대,고졸,2,0,2,1,False,False,True,2.657765988068528,4.189974358737328,4.293953491947257,5.0,3.1028919900789216,4.872365448591773,97.44730897183545,0
여,30대,대학원,0,3,0,3,False,True,False,4.309936148728878,4.7837268508514255,5.0,4.52835224239611,4.9430082581992725,3.382875107831118,67.65750215662236,0
여,50대,대졸,2,2,2,3,False,False,True,3.6525033483817992,5.0,4.148048548066841,4.275774444592987,3.7733696382923396,3.553151239943193,71.06302479886386,0
여,60대,대학원,2,4,2,4,False,False,False,3.59574708049763,5.0,4.605475959292968,3.1163748846511496,4.257184099577626,4.924032407532736,98.48064815065472,0
여,50대,대졸,1,4,1,5,False,False,True,5.0,3.490506889566707,5.0,4.294141478658701,3.680616062994227,3.4649867511587593,69.29973502317519,0
남,40대,고졸,1,4,1,5,False,True,True,5.0,3.804228681757051,3.3263024390431792,3.2959240553499005,5.0,4.832001363683472,96.64002727366943,0
여,40대,대졸,1,1,1,3,False,False,True,4.1226852041544815,4.574427320851783,4.390402900342472,3.664644598348926,4.8587195301506485,3.664431713160879,73.28863426321757,0
남,50대,대학원,2,3,1,3,True,False,False,4.618195912271851,4.055900043355725,4.547337886341457,4.635249682271105,3.6402963331290046,3.9917208813751217,79.83441762750243,0
남,50대,고졸,1,3,1,4,False,False,True,5.0,3.6613415837216445,2.7392929294071187,3.732789804286585,5.0,4.481128182543559,89.62256365087117,0
여,50대,대졸,2,3,2,4,False,False,True,5.0,3.940455535513572,3.270858768834627,4.523516058109574,3.623292554818687,4.922725340677081,98.45450681354163,0
여,30대,고졸,3,4,3,5,False,True,True,3.7847707271599416,3.191865399864167,3.7648226638629914,4.233482265086384,5.0,3.352829287662984,67.05658575325968,0
여,40대,대졸,1,0,1,0,False,False,False,4.465082338596656,4.387277701066025,5.0,3.8092961748871006,4.771019847664506,4.804193037465116,96.08386074930232,0
남,30대,고졸,0,1,0,3,True,True,True,3.7955754501477603,5.0,5.0,3.8351781669238925,4.134616550572321,4.155291828101977,83.10583656203954,0
여,30대,대졸,2,2,2,2,False,True,False,3.9702739708538557,4.235915490706384,3.7515039893230337,5.0,4.507024845368131,4.746221716723961,94.92443433447923,0
여,30대,대학원,2,5,2,5,False,True,False,4.554665384081408,4.255829386173084,3.3663080348025307,4.5527553410259065,4.231103462127105,4.344255300826005,86.88510601652011,0
여,40대,대졸,1,1,1,2,False,True,True,3.57380492788744,4.190894740163382,4.331891259463376,3.6739740797163365,4.850490771432773,4.555299928846075,91.10599857692151,0
남,50대,대졸,3,2,2,3,True,False,True,5.0,3.808062392874834,3.784730856702847,3.747962628901815,3.119385783674635,3.538330441229874,70.76660882459748,0
여,30대,대졸,1,2,1,2,False,True,False,4.390792371599628,4.5982649621394955,4.174285549911185,4.185896749750306,4.159585259469679,4.925500691951182,98.51001383902364,0
남,30대,대졸,3,3,2,4,True,True,True,3.5688387532791856,4.172233480437048,2.751065485116987,3.9234661545978016,3.6015027988086614,3.9964694424584573,79.92938884916914,0
여,50대,고졸,1,2,1,3,False,False,True,4.967000522504904,4.186329605006607,4.731573585502324,4.152038274822068,4.327304457857399,4.241215275238671,84.82430550477342,0
남,50대,대졸,2,2,1,2,True,False,False,3.85152051864489,5.0,5.0,3.7995871148812257,5.0,4.163047561516043,83.26095123032087,0
여,40대,대졸,3,1,3,2,False,True,True,4.137953808098506,5.0,5.0,4.790075020275679,3.2297340931326994,3.968183836757438,79.36367673514876,0
여,30대,대졸,1,4,1,5,False,True,True,4.26564730013708,2.846099350471735,4.762824384267257,3.4338172344205127,4.000799813278659,4.28293110442695,85.658622088539,0
여,30대,고졸,3,5,3,5,False,True,True,4.311748991132697,4.984643261344542,4.346471209423529,3.9785583756377485,4.812879391775218,4.836911497765699,96.73822995531397,0
남,40대,고졸,1,3,0,4,True,True,True,5.0,3.455876166457431,3.5846966504102937,3.1962149948469962,3.4699080006459533,4.155786066826352,83.11572133652705,0
남,50대,대졸,5,1,4,1,True,False,False,5.0,5.0,4.71532385445055,3.222509145711117,3.9133299262979455,4.782639012410786,95.65278024821572,0
여,40대,고졸,1,3,1,5,False,False,True,5.0,3.626109673034657,4.523235686515097,4.194268523491497,4.984788673093597,5.0,100.0,0
남,40대,고졸,0,2,0,3,False,False,True,5.0,3.3257101661530126,5.0,3.8707480867537414,5.0,5.0,100.0,0
여,60대,대졸,2,3,2,5,False,False,True,3.761291014151765,4.523153962539467,4.632059441933574,3.897031477977954,4.003037343936515,5.0,100.0,0
여,30대,대졸,2,3,2,4,False,True,True,4.435702472822077,3.469341718664083,3.813058502059094,4.664933260147809,3.886732083468199,3.388185882011518,67.76371764023035,0
여,40대,대졸,4,3,4,3,False,False,False,3.8989091823156516,4.154569116183609,2.4554316239948397,4.546881355621917,4.541827764183448,3.989647604031807,79.79295208063614,0
여,40대,대졸,2,3,2,5,False,False,True,3.0187888359833193,3.975391226475864,2.510740286962654,3.297387550505247,4.30768222547635,3.3831239293548205,67.6624785870964,0
남,40대,대학원,2,2,1,2,True,False,False,5.0,4.516648742709174,3.4914468925227817,5.0,4.301478609127398,4.005694754242777,80.11389508485553,0
남,30대,고졸,3,3,2,5,True,True,True,3.953546756674815,5.0,5.0,5.0,3.649571933420038,4.571427658403992,91.42855316807983,0
여,30대,대학원,2,5,2,5,False,True,False,3.8435452218026844,4.240474901711365,5.0,3.9059868113275127,5.0,3.9780941542692925,79.56188308538586,0
남,40대,고졸,2,4,1,5,True,True,True,4.949013013962941,4.440384597260619,3.773963642537978,4.517397843945786,3.3496037303802657,4.68859988190564,93.77199763811281,0
여,40대,고졸,2,3,2,4,False,False,True,4.261267396068863,3.450515197696822,3.3996682836687433,4.38497482989171,3.689422730366601,3.6745943618540657,73.49188723708131,0
남,40대,고졸,1,2,0,3,True,True,True,4.587388272588415,4.874877018222056,4.400512753585184,4.6355174296696955,4.288245280367186,4.176285734413236,83.52571468826471,0
남,40대,대졸,3,3,2,3,True,False,False,2.657179318320322,2.593162064519489,3.930821319498501,3.4387020384890388,5.0,3.6463261572184296,72.92652314436859,0
남,60대,대졸,2,3,1,5,True,False,True,5.0,4.2966616737830226,2.9132594189205148,4.328800313837199,5.0,4.964306908356005,99.28613816712011,0
